"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"1792","H","1","3","32","12","12","2","0","1","3500","0","100000","4","1","3","7","900","Cars","Lease","German","Others","Car","no credit cards","1"
"1793","R","1","3","39","264","6","2","0","1","1900","0","2500","2","3","0","6","2500","Leisure","Owner","Turkish","Others","Without Vehicle","no credit cards","0"
"1794","H","1","3","27","9","9","1","0","0","2400","0","2500","2","1","1","9","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1795","H","1","3","23","288","33","2","0","0","1800","0","2500","2","1","2","4","1600","Cars","Lease","German","Others","Car","no credit cards","0"
"1796","H","0","2","31","36","6","2","0","1","10000","0","100000","4","1","1","5","6000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1797","H","0","2","29","288","144","2","0","1","0","1","0","1","1","1","3","1400","Cars","Lease","Turkish","Others","Car","Cheque card","0"
"1798","R","1","3","26","0","15","2","0","0","2400","0","2500","2","3","0","0","2500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"1799","H","0","2","52","108","120","2","0","1","3500","0","100000","4","1","1","8","1100","Dept. Store,Mail","Lease","Turkish","Others","Car","no credit cards","0"
"1800","H","3","5","32","36","33","2","0","1","3200","0","100000","4","1","2","4","1200","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1801","H","0","2","31","54","24","2","0","0","2000","0","2500","2","3","0","2","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1802","R","0","2","62","9","9","2","0","0","1500","0","2500","2","3","0","5","3000","Radio, TV, Hifi","Lease","Turkish","Pensioner","Without Vehicle","no credit cards","1"
"1803","H","2","4","38","216","240","2","0","1","5000","0","100000","4","1","2","4","3000","Radio, TV, Hifi","Lease","German","Chemical Industr","Car","no credit cards","0"
"1804","H","1","3","30","54","42","2","0","0","2500","0","2500","2","3","0","5","3000","Radio, TV, Hifi","Lease","Others","Others","Without Vehicle","no credit cards","1"
"1805","H","4","6","35","120","168","2","0","1","5000","0","100000","4","1","1","5","5000","Furniture,Carpet","Owner","German","Others","Car","no credit cards","0"
"1806","H","1","3","34","42","108","2","0","1","4000","0","100000","4","1","3","3","1400","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"1807","H","2","4","31","54","120","2","0","1","0","0","0","0","1","1","4","2500","Radio, TV, Hifi","Lease","Turkish","Others","Car","Mastercard/Euroc","1"
"1808","H","2","4","40","192","192","2","0","1","3000","0","100000","4","1","2","4","1700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","1"
"1809","R","0","2","31","168","3","2","0","0","1500","0","2500","2","1","1","6","2000","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","1"
"1810","H","2","4","35","0","108","1","0","1","2800","0","100000","4","1","1","3","1500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"1811","R","0","2","45","9","24","2","0","1","3500","0","100000","4","3","0","6","2500","Furniture,Carpet","Lease","German","Others","Car","Mastercard/Euroc","0"
"1812","H","2","4","30","120","168","2","0","1","3000","0","100000","4","3","0","4","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1813","H","0","2","29","30","30","2","0","0","2500","0","2500","2","1","1","4","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1814","H","2","4","36","36","24","2","0","0","0","1","0","1","1","2","5","2000","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"1815","R","0","2","27","6","30","2","0","0","1600","0","2500","2","3","0","5","1400","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"1816","H","2","4","25","60","9","2","0","1","3000","0","100000","4","1","3","7","1100","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1817","H","1","3","24","15","96","2","0","1","4000","0","100000","4","1","1","4","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1818","R","2","4","39","120","192","2","0","0","2200","0","2500","2","3","0","3","2000","Radio, TV, Hifi","Lease","Greek","Others","Car","no credit cards","0"
"1819","R","2","4","39","60","36","1","0","0","0","1","0","1","1","2","0","2500","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"1820","H","0","2","26","9","33","2","0","1","0","1","0","1","3","0","7","1500","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1821","H","1","3","49","168","192","2","0","1","3500","0","100000","4","1","1","5","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1822","H","0","2","26","15","84","2","2","0","0","1","0","1","3","0","7","1800","Radio, TV, Hifi","Lease","Turkish","Others","Car","Cheque card","1"
"1823","H","2","4","25","9","9","2","0","1","2700","0","100000","4","1","1","5","3000","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"1824","R","0","2","49","66","42","1","0","0","1500","0","2500","2","3","0","3","1200","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1825","H","3","5","32","168","6","2","0","1","3200","1","100000","5","2","1","2","1200","Radio, TV, Hifi","Lease","Turkish","Others","Car","Cheque card","1"
"1826","H","1","3","24","24","6","2","0","0","2000","0","2500","2","3","0","4","2500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"1827","H","4","6","64","88","48","2","0","0","3400","0","100000","4","3","0","4","1400","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","0"
"1828","H","1","3","56","168","144","2","0","1","3300","0","100000","4","1","1","7","2500","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"1829","H","1","3","37","96","216","2","0","1","4000","0","100000","4","1","1","4","900","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"1830","H","3","5","37","60","48","2","0","1","3400","0","100000","4","3","0","7","1000","Radio, TV, Hifi","Lease","Italian","Others","Car","no credit cards","0"
"1831","H","2","4","33","84","9","2","0","1","0","1","0","1","1","1","2","3000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1832","H","2","4","34","30","84","2","0","0","2500","0","2500","2","3","0","4","1700","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"1833","R","4","6","42","72","60","2","0","0","2500","0","2500","2","3","0","4","4000","Furniture,Carpet","Lease","Yugoslav","Food,Building,Ca","Car","no credit cards","0"
"1834","H","2","4","39","96","96","2","0","0","3200","0","100000","4","1","0","3","10000","Furniture,Carpet","Lease","German","Self-employed pe","Car","no credit cards","0"
"1835","H","2","4","33","0","42","2","0","1","4000","0","100000","4","1","2","7","600","Cars","Lease","German","Others","Car","no credit cards","1"
"1836","R","1","3","42","192","96","2","0","0","0","1","0","1","1","1","3","2000","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"1837","H","0","2","32","84","15","2","0","1","2100","0","2500","2","1","0","4","1400","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1838","H","0","2","65","88","6","2","0","1","1900","0","2500","2","3","0","0","4000","Furniture,Carpet","Lease","German","Pensioner","Without Vehicle","no credit cards","0"
"1839","H","0","2","56","48","36","2","0","0","1600","0","2500","2","1","0","5","1800","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","0"
"1840","H","2","4","44","192","288","2","0","0","2900","0","100000","4","3","0","5","900","Cars","Lease","German","Others","Car","no credit cards","0"
"1841","R","0","2","44","108","108","2","0","0","1900","0","2500","2","3","0","4","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1842","H","1","3","42","108","120","2","0","1","3400","0","100000","4","3","0","4","7000","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"1843","R","2","4","31","66","144","2","0","0","2500","0","2500","2","1","0","4","1700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1844","H","0","2","27","15","27","1","0","0","2200","0","2500","2","1","2","2","600","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"1845","H","1","3","24","12","9","2","0","0","1800","0","2500","2","3","0","8","500","Radio, TV, Hifi","Lease","Other European","Others","Without Vehicle","no credit cards","0"
"1846","H","1","3","36","9","18","2","0","0","2700","0","100000","4","1","3","9","15000","Cars","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"1847","R","2","4","32","120","66","2","0","1","1500","0","2500","2","3","0","6","1400","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"1848","H","1","3","38","12","96","2","0","0","10000","1","100000","5","1","2","5","800","Radio, TV, Hifi","Lease","German","Sea Vojage, Gast","Car","Cheque card","0"
"1849","H","1","3","45","168","18","2","0","0","0","1","0","1","1","1","2","2000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1850","R","3","5","38","144","144","2","0","0","2100","0","2500","2","1","0","3","4000","Furniture,Carpet","Lease","Turkish","Civil Service, M","Without Vehicle","no credit cards","0"
"1851","H","3","5","34","48","60","2","0","1","0","1","0","1","1","1","7","700","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"1852","H","2","4","37","30","240","2","0","1","0","0","0","0","3","0","8","4000","Furniture,Carpet","Lease","German","Others","Car","Mastercard/Euroc","0"
"1853","R","1","3","30","18","168","2","0","1","1000","0","2500","2","3","0","4","1800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1854","H","0","2","23","30","6","2","0","1","2500","0","2500","2","1","1","4","1200","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"1855","H","0","2","55","96","168","2","0","1","2800","0","100000","4","1","4","3","15000","Cars","Lease","German","Others","Car","no credit cards","1"
"1856","R","1","3","32","30","24","1","0","0","3000","0","100000","4","1","2","5","1800","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1857","H","2","4","27","60","96","2","0","1","2800","0","100000","4","1","1","7","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1858","H","0","2","55","144","240","2","0","0","0","1","0","1","3","0","6","3000","Radio, TV, Hifi","Lease","German","Pensioner","Car","Cheque card","0"
"1859","R","1","3","29","9","108","2","0","0","2700","0","100000","4","1","1","4","1200","Dept. Store,Mail","Lease","German","Civil Service, M","Car","no credit cards","0"
"1860","H","0","2","53","72","45","2","0","0","0","1","0","1","3","0","0","1600","Furniture,Carpet","Lease","German","Others","Without Vehicle","Cheque card","0"
"1861","R","1","3","40","9","6","2","0","0","0","0","0","0","3","0","5","1200","Furniture,Carpet","Lease","German","Others","Car","Mastercard/Euroc","0"
"1862","R","0","2","29","84","9","2","0","0","1800","0","2500","2","3","0","2","1000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1863","H","1","3","48","216","66","2","0","1","0","1","0","1","1","1","3","1800","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","1"
"1864","H","1","3","23","21","21","2","0","1","2500","0","2500","2","1","2","4","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"1865","R","1","3","38","3","108","1","0","1","0","1","0","1","3","0","5","1300","Furniture,Carpet","Lease","German","Food,Building,Ca","Without Vehicle","Cheque card","0"
"1866","H","1","3","39","3","6","2","0","1","3100","0","100000","4","1","4","4","3000","Cars","Lease","German","Others","Car","no credit cards","0"
"1867","H","2","4","33","88","192","2","0","0","2500","1","2500","3","1","0","9","1700","Radio, TV, Hifi","Owner","German","Others","Car","Cheque card","0"
"1868","R","0","2","26","9","9","2","0","0","2000","0","2500","2","1","1","6","3000","Leisure","Lease","German","Others","Car","no credit cards","1"
"1869","H","2","4","43","24","9","2","0","0","2000","0","2500","2","3","0","4","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1870","H","3","5","30","6","54","1","0","1","2600","0","100000","4","3","0","4","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1871","R","0","2","55","15","45","2","0","1","2200","0","2500","2","1","2","8","1700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1872","H","2","4","39","24","84","1","0","0","3000","0","100000","4","1","1","2","5000","Cars","Owner","German","Food,Building,Ca","Car","no credit cards","0"
"1873","H","1","3","27","12","54","2","0","0","2400","0","2500","2","3","0","4","1500","Leisure","Lease","German","Others","Without Vehicle","no credit cards","1"
"1874","H","2","4","50","54","42","1","0","0","2700","0","100000","4","1","3","7","2500","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"1875","R","2","4","29","3","108","2","0","0","1500","0","2500","2","1","1","8","1000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"1876","H","1","3","37","84","66","2","0","0","3500","1","100000","5","3","0","4","1200","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1877","H","0","2","29","30","24","2","0","0","1900","0","2500","2","1","2","4","7000","Cars","Lease","Others","Others","Car and Motor bi","no credit cards","0"
"1878","H","1","3","26","312","96","1","0","0","2000","0","2500","2","1","0","4","500","Cars","Lease","Turkish","Others","Car","no credit cards","1"
"1879","H","2","4","31","120","120","2","0","1","2500","0","2500","2","1","1","3","6000","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","0"
"1880","R","0","2","25","42","60","2","0","0","1500","0","2500","2","3","0","4","600","Dept. Store,Mail","Lease","German","Civil Service, M","Car","no credit cards","0"
"1881","H","2","4","40","54","108","2","0","1","0","1","0","1","1","2","6","1800","Radio, TV, Hifi","Lease","Others","Others","Car","Cheque card","0"
"1882","H","2","4","35","36","21","2","0","1","2800","0","100000","4","3","0","2","100000","Cars","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"1883","H","2","4","32","72","3","2","0","0","2600","0","100000","4","3","0","3","500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1884","H","2","4","35","48","33","2","0","0","3200","0","100000","4","1","2","5","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1885","R","2","4","38","21","27","2","0","0","0","1","0","1","1","1","2","4000","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","Cheque card","1"
"1886","H","1","3","32","30","192","2","0","1","2700","0","100000","4","1","2","4","4000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1887","R","1","3","32","54","39","2","0","1","0","1","0","1","1","2","2","2500","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"1888","H","0","2","27","15","6","2","0","0","3000","0","100000","4","1","1","5","3000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1889","H","2","4","43","216","216","2","0","0","3000","0","100000","4","1","1","4","1300","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1890","H","1","3","33","42","216","2","0","0","2800","0","100000","4","1","1","4","1100","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"1891","H","1","3","29","30","15","2","0","0","2300","0","2500","2","3","0","9","1000","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"1892","R","2","4","30","120","144","2","0","0","1800","0","2500","2","1","1","4","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1893","R","2","4","29","72","6","2","0","0","1500","0","2500","2","1","1","7","600","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"1894","H","1","3","28","312","120","2","0","0","2500","0","2500","2","1","1","5","1400","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1895","R","0","2","25","48","21","2","0","0","0","1","0","1","1","2","7","4000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","0"
"1896","H","0","2","46","216","288","2","0","1","3200","0","100000","4","3","0","5","1900","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"1897","R","3","5","37","3","45","2","0","0","2100","0","2500","2","3","0","2","2500","Radio, TV, Hifi","Lease","Greek","Sea Vojage, Gast","Car","no credit cards","1"
"1898","H","1","3","28","30","39","2","0","1","2600","0","100000","4","1","3","7","900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1899","H","2","4","33","9","216","2","0","1","5000","0","100000","4","1","1","5","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1900","H","1","3","41","15","336","2","0","1","2800","0","100000","4","3","0","9","3000","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1901","H","0","2","62","168","15","2","0","0","0","1","0","1","3","0","9","1000","Radio, TV, Hifi","Lease","German","Pensioner","Car","Cheque card","0"
"1902","R","1","3","43","240","288","2","0","0","2600","0","100000","4","1","1","6","500","Radio, TV, Hifi","Lease","German","Civil Service, M","Without Vehicle","no credit cards","0"
"1903","H","1","3","26","36","18","2","0","1","0","1","0","1","1","1","5","3000","Furniture,Carpet","Lease","German","Civil Service, M","Car","Cheque card","1"
"1904","H","1","3","45","288","288","2","0","0","3300","0","100000","4","1","4","3","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1905","H","1","3","25","21","18","2","0","1","3000","0","100000","4","1","2","3","600","Furniture,Carpet","Lease","German","Chemical Industr","Car","no credit cards","1"
"1906","H","3","5","36","24","24","2","0","0","3000","0","100000","4","3","0","8","20000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1907","H","2","4","31","144","120","2","0","0","3100","0","100000","4","1","1","3","10000","Cars","Owner","German","Others","Car","no credit cards","0"
"1908","H","1","3","29","54","144","2","0","1","0","1","0","1","1","1","4","2500","Furniture,Carpet","Lease","Turkish","Others","Car","Cheque card","0"
"1909","R","1","3","38","6","27","2","0","0","1500","0","2500","2","3","0","3","600","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"1910","H","2","4","30","36","84","2","0","1","0","1","0","1","1","1","4","900","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"1911","H","0","2","67","240","24","2","0","1","3500","1","100000","5","1","2","3","5000","Radio, TV, Hifi","Owner","German","Pensioner","Car","Cheque card","0"
"1912","H","1","3","43","96","240","2","0","0","3500","0","100000","4","3","0","4","6000","Cars","Owner","German","Others","Car","no credit cards","0"
"1913","H","2","4","42","96","192","2","0","0","10000","1","100000","5","1","3","6","2500","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"1914","H","0","2","62","12","48","1","0","0","1000","0","2500","2","1","0","4","1000","Furniture,Carpet","Lease","Turkish","Pensioner","Without Vehicle","no credit cards","1"
"1915","H","2","4","41","42","39","2","0","0","2300","0","2500","2","1","2","4","600","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"1916","R","1","3","48","3","39","2","0","0","2900","0","100000","4","1","1","0","4000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"1917","H","0","2","32","120","120","2","0","1","2300","0","2500","2","3","0","5","1400","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","0"
"1918","R","1","3","31","24","96","2","0","0","5000","0","100000","4","3","0","4","900","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"1919","R","1","3","34","144","84","2","0","1","2500","0","2500","2","1","3","4","1100","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1920","H","2","4","31","6","30","2","0","0","3000","0","100000","4","3","0","6","1400","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1921","R","1","3","25","54","18","2","0","0","1500","0","2500","2","3","0","5","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1922","H","0","2","57","168","12","2","0","1","2000","0","2500","2","1","1","0","1000","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","0"
"1923","H","2","4","45","192","33","2","0","1","5000","0","100000","4","3","0","6","1500","Furniture,Carpet","Lease","Other European","Others","Car","no credit cards","0"
"1924","H","1","3","27","9","39","2","0","1","3000","0","100000","4","1","1","0","4000","Radio, TV, Hifi","Lease","Others","Civil Service, M","Without Vehicle","no credit cards","1"
"1925","R","1","3","43","60","45","2","0","1","0","1","0","1","3","0","5","1000","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"1926","R","0","2","29","30","27","2","0","0","2800","0","100000","4","3","0","9","1500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"1927","R","2","4","47","36","24","2","0","0","1500","0","2500","2","3","0","4","2500","Dept. Store,Mail","Lease","German","Pensioner","Car","no credit cards","0"
"1928","R","3","5","37","168","216","2","0","0","2600","0","100000","4","3","0","8","1500","Radio, TV, Hifi","Lease","Italian","Others","Car","no credit cards","0"
"1929","H","2","4","58","192","168","2","0","1","2900","0","100000","4","1","0","4","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1930","H","0","2","54","240","216","2","0","1","3500","0","100000","4","1","1","6","6000","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","0"
"1931","H","1","3","36","120","21","2","0","1","3300","0","100000","4","1","1","6","5000","Radio, TV, Hifi","Lease","Others","Civil Service, M","Without Vehicle","no credit cards","0"
"1932","H","1","3","34","3","60","2","0","0","2800","0","100000","4","3","0","2","1300","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1933","H","0","2","28","12","108","2","0","1","2200","0","2500","2","1","1","4","1800","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1934","H","2","4","37","3","12","1","0","0","3200","0","100000","4","3","0","7","15000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1935","H","1","3","25","192","18","2","0","1","2600","0","100000","4","1","1","5","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"1936","H","1","3","28","42","144","2","0","1","2500","0","2500","2","1","1","3","1400","Cars","Lease","German","Others","Car","no credit cards","0"
"1937","H","2","4","55","30","54","2","0","0","3000","0","100000","4","1","1","7","1300","Cars","Lease","German","Others","Car","no credit cards","1"
"1938","H","1","3","38","96","192","2","0","0","3500","0","100000","4","1","3","6","1700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1939","H","0","2","43","168","48","1","0","0","0","1","0","1","1","1","2","2500","Dept. Store,Mail","Lease","German","Civil Service, M","Car","Cheque card","0"
"1940","H","2","4","41","48","45","2","0","0","2300","0","2500","2","1","1","6","8000","Cars","Lease","German","Others","Car","no credit cards","1"
"1941","H","2","4","39","36","54","2","0","1","3100","0","100000","4","3","0","7","100000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1942","R","2","4","36","144","45","2","0","1","2200","0","2500","2","1","1","3","800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1943","H","1","3","32","30","15","2","0","1","4000","0","100000","4","1","1","8","1300","Leisure","Lease","German","Others","Car","no credit cards","1"
"1944","H","2","4","41","88","240","2","0","0","3400","0","100000","4","1","1","3","4000","Dept. Store,Mail","Owner","German","Others","Car","no credit cards","0"
"1945","H","0","2","26","24","6","1","0","0","1900","0","2500","2","3","0","4","1500","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"1946","H","2","4","28","30","3","2","0","1","2400","0","2500","2","1","1","8","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"1947","H","0","2","55","288","66","2","0","0","3000","0","100000","4","1","2","8","10000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1948","H","2","4","35","6","66","2","0","0","2900","0","100000","4","3","0","6","1700","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1949","H","1","3","31","240","96","2","0","1","2800","0","100000","4","1","2","5","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1950","H","2","4","57","192","66","2","0","0","4000","0","100000","4","1","1","3","10000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1951","H","1","3","43","30","27","2","0","0","2600","0","100000","4","1","1","5","1000","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"1952","H","2","4","35","216","240","2","0","0","0","1","0","1","3","0","7","1900","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1953","H","0","2","27","36","42","2","0","0","2900","0","100000","4","3","0","6","15000","Furniture,Carpet","Lease","German","Others","Car","Mastercard/Euroc","0"
"1954","H","1","3","26","24","72","2","0","1","0","1","0","1","1","1","4","4000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1955","H","2","4","45","21","240","2","0","0","0","1","0","1","1","1","5","2500","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","0"
"1956","H","2","4","51","168","66","2","0","1","5000","0","100000","4","1","1","3","5000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1957","H","1","3","26","168","6","2","0","0","2500","0","2500","2","3","0","2","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1958","R","2","4","36","84","9","2","0","1","0","1","0","1","1","2","5","1500","Furniture,Carpet","Lease","German","Civil Service, M","Car","Cheque card","0"
"1959","H","2","4","38","6","15","2","0","0","2300","0","2500","2","1","0","3","20000","Cars","Lease","German","Others","Car","no credit cards","1"
"1960","H","3","5","29","84","36","2","0","0","3000","0","100000","4","3","0","2","800","Furniture,Carpet","Owner","German","Others","Car","no credit cards","0"
"1961","H","1","3","31","84","144","2","0","1","2500","1","2500","3","1","2","6","1500","Radio, TV, Hifi","Lease","German","State,Steel Ind,","Car","Cheque card","0"
"1962","H","0","2","30","30","9","2","0","1","2300","1","2500","3","1","2","5","900","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","0"
"1963","H","0","2","30","30","54","2","0","1","2500","0","2500","2","1","7","5","6000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"1964","H","0","2","65","168","48","2","0","0","2600","0","100000","4","1","2","4","1400","Dept. Store,Mail","Lease","German","Pensioner","Car","no credit cards","0"
"1965","H","1","3","49","192","54","2","0","1","5000","0","100000","4","1","2","9","600","Cars","Lease","German","Others","Car","no credit cards","1"
"1966","R","0","2","47","9","15","2","0","0","0","1","0","1","1","2","2","500","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"1967","R","1","3","29","12","24","2","0","0","1500","0","2500","2","3","0","4","1400","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"1968","H","3","5","35","18","96","2","0","1","4000","1","100000","5","1","1","4","6000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"1969","H","1","3","32","36","60","2","0","1","5000","0","100000","4","1","1","8","15000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"1970","H","2","4","29","42","15","2","0","0","2700","0","100000","4","1","2","0","1200","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1971","H","3","5","27","21","84","2","0","1","3500","0","100000","4","1","1","6","1000","Radio, TV, Hifi","Lease","German","Military Service","Car","no credit cards","1"
"1972","H","3","5","49","84","6","2","0","1","2300","0","2500","2","3","0","3","1900","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"1973","H","0","2","47","216","240","2","2","0","0","1","0","1","1","1","4","1300","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"1974","H","1","3","41","72","72","2","0","1","2500","0","2500","2","3","0","4","3000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"1975","H","2","4","39","84","96","2","0","1","0","1","0","1","3","0","0","1700","Dept. Store,Mail","Lease","German","Civil Service, M","Car","Cheque card","0"
"1976","H","1","3","32","54","54","2","0","0","2800","0","100000","4","1","0","3","4000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
